symbol,entry_time,exit_time,entry_price,exit_price,qty,pnl,exit_reason,hold_weeks,entry_rsi,backtest_days
PYPL,2024-07-01 04:00:00+00:00,2024-07-29 04:00:00+00:00,58.1,61.97,86,332.82,MeanRev,4.0,39.8,1095
PYPL,2025-02-17 05:00:00+00:00,2025-03-24 04:00:00+00:00,78.35,65.95,63,-781.01,SL,4.9,43.8,1095
PYPL,2025-03-31 04:00:00+00:00,2025-05-05 04:00:00+00:00,64.44,70.26,77,448.14,MeanRev,5.0,25.0,1095
PYPL,2025-05-12 04:00:00+00:00,2025-05-19 04:00:00+00:00,72.97,69.86,68,-211.48,MeanRev,1.0,31.3,1095
PYPL,2025-09-15 04:00:00+00:00,2025-09-29 04:00:00+00:00,67.33,69.25,74,142.08,MeanRev,2.0,41.6,1095
CIFR,2023-09-25 04:00:00+00:00,2023-10-23 04:00:00+00:00,2.35,3.33,100,98.0,MeanRev,4.0,44.2,1095
CIFR,2023-11-20 05:00:00+00:00,2023-11-27 05:00:00+00:00,2.51,2.94,100,42.5,MeanRev,1.0,38.8,1095
CIFR,2024-02-05 05:00:00+00:00,2024-02-12 05:00:00+00:00,2.6,3.77,100,117.0,MeanRev,1.0,44.8,1095
CIFR,2024-09-09 04:00:00+00:00,2024-09-23 04:00:00+00:00,2.74,4.11,100,137.0,MeanRev,2.0,43.5,1095
CIFR,2025-02-24 05:00:00+00:00,2025-03-10 04:00:00+00:00,5.61,3.03,100,-258.1,SL,1.9,40.6,1095
CIFR,2025-03-17 04:00:00+00:00,2025-05-12 04:00:00+00:00,3.03,3.87,100,84.0,MeanRev,8.0,24.4,1095
CIFR,2025-05-26 04:00:00+00:00,2025-06-02 04:00:00+00:00,3.58,3.89,100,31.0,MeanRev,1.0,30.3,1095
IREN,2023-10-02 04:00:00+00:00,2023-11-20 05:00:00+00:00,3.88,3.53,100,-35.0,MeanRev,7.0,43.8,1095
IREN,2023-11-27 05:00:00+00:00,2023-12-04 05:00:00+00:00,3.46,5.8,100,234.0,MeanRev,1.0,39.6,1095
IREN,2024-04-15 04:00:00+00:00,2024-05-13 04:00:00+00:00,4.67,6.0,100,133.0,MeanRev,4.0,42.1,1095
IREN,2024-09-16 04:00:00+00:00,2024-09-23 04:00:00+00:00,7.26,8.85,100,159.0,MeanRev,1.0,42.7,1095
IREN,2024-09-30 04:00:00+00:00,2024-10-14 04:00:00+00:00,8.53,9.48,100,95.0,MeanRev,2.0,38.4,1095
IREN,2025-03-03 05:00:00+00:00,2025-05-12 04:00:00+00:00,8.88,8.4,100,-48.0,MeanRev,9.9,44.5,1095
MRVL,2023-09-25 04:00:00+00:00,2023-11-06 05:00:00+00:00,52.01,54.59,96,247.68,MeanRev,6.0,37.1,1095
MRVL,2024-08-05 04:00:00+00:00,2024-08-12 04:00:00+00:00,53.3,69.32,93,1489.86,MeanRev,1.0,38.4,1095
MRVL,2025-03-10 04:00:00+00:00,2025-06-02 04:00:00+00:00,68.44,68.33,73,-8.39,MeanRev,12.0,40.2,1095
MRVL,2025-06-09 04:00:00+00:00,2025-06-16 04:00:00+00:00,69.33,73.51,72,301.32,MeanRev,1.0,35.4,1095
TER,2023-05-01 04:00:00+00:00,2023-05-15 04:00:00+00:00,91.69,97.07,54,290.52,MeanRev,2.0,43.1,1095
TER,2023-09-18 04:00:00+00:00,2023-10-30 04:00:00+00:00,95.11,81.2,52,-722.85,SL,6.0,42.8,1095
TER,2023-11-06 05:00:00+00:00,2023-11-27 05:00:00+00:00,88.23,93.83,56,313.6,MeanRev,3.0,28.7,1095
TER,2023-12-11 05:00:00+00:00,2023-12-18 05:00:00+00:00,93.58,107.65,53,745.98,MeanRev,1.0,32.6,1095
TER,2024-04-22 04:00:00+00:00,2024-04-29 04:00:00+00:00,97.1,120.43,51,1189.83,MeanRev,1.0,42.7,1095
TER,2024-09-09 04:00:00+00:00,2024-09-23 04:00:00+00:00,123.71,134.64,40,437.2,MeanRev,2.0,39.2,1095
TER,2024-10-21 04:00:00+00:00,2024-10-28 04:00:00+00:00,125.5,106.28,39,-749.89,SL,1.0,35.4,1095
TER,2024-11-04 05:00:00+00:00,2024-12-02 05:00:00+00:00,105.55,118.5,47,608.65,MeanRev,4.0,39.2,1095
TER,2025-03-17 04:00:00+00:00,2025-06-02 04:00:00+00:00,88.36,85.22,56,-175.84,MeanRev,11.0,29.3,1095
TER,2025-06-09 04:00:00+00:00,2025-06-16 04:00:00+00:00,86.38,86.33,57,-2.85,MeanRev,1.0,34.2,1095
ORCL,2023-10-02 04:00:00+00:00,2023-11-06 05:00:00+00:00,105.83,113.06,47,340.04,MeanRev,5.0,37.5,1095
ORCL,2023-12-18 05:00:00+00:00,2024-01-15 05:00:00+00:00,103.16,109.63,48,310.56,MeanRev,4.0,31.8,1095
ORCL,2025-01-13 05:00:00+00:00,2025-01-20 05:00:00+00:00,153.75,183.68,32,957.92,MeanRev,1.0,41.4,1095
ORCL,2025-03-10 04:00:00+00:00,2025-04-28 04:00:00+00:00,150.53,150.68,33,4.95,MeanRev,7.0,36.5,1095
FIX,2023-10-23 04:00:00+00:00,2023-10-30 04:00:00+00:00,153.42,187.8,32,1100.32,MeanRev,1.0,41.8,1095
FIX,2025-02-17 05:00:00+00:00,2025-03-31 04:00:00+00:00,396.5,285.61,12,-1330.73,SL,5.9,42.3,1095
FIX,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,282.37,397.87,17,1963.58,MeanRev,2.0,35.7,1095
CLH,2023-10-23 04:00:00+00:00,2023-10-30 04:00:00+00:00,156.69,141.38,31,-474.61,SL,1.0,41.3,1095
CLH,2023-11-06 05:00:00+00:00,2023-11-13 05:00:00+00:00,155.31,164.41,32,291.36,MeanRev,1.0,39.2,1095
CLH,2024-12-30 05:00:00+00:00,2025-01-13 05:00:00+00:00,227.0,241.96,22,329.23,MeanRev,2.0,43.8,1095
CLH,2025-02-17 05:00:00+00:00,2025-03-03 05:00:00+00:00,228.17,207.25,21,-439.38,SL,2.0,32.5,1095
CLH,2025-03-10 04:00:00+00:00,2025-04-14 04:00:00+00:00,194.72,207.05,25,308.13,MeanRev,5.0,17.0,1095
CLH,2025-04-21 04:00:00+00:00,2025-04-28 04:00:00+00:00,206.3,222.41,24,386.64,MeanRev,1.0,37.8,1095
CLH,2025-11-03 05:00:00+00:00,2025-11-24 05:00:00+00:00,208.71,227.76,23,438.15,MeanRev,3.0,35.7,1095
BMY,2023-05-01 04:00:00+00:00,2023-07-03 04:00:00+00:00,67.53,62.71,74,-356.46,SL,9.0,32.9,1095
BMY,2023-07-10 04:00:00+00:00,2023-09-25 04:00:00+00:00,62.65,57.91,79,-374.78,SL,11.0,32.2,1095
BMY,2023-10-02 04:00:00+00:00,2023-10-23 04:00:00+00:00,58.01,53.49,86,-388.38,SL,3.0,27.7,1095
BMY,2023-10-30 04:00:00+00:00,2023-12-18 05:00:00+00:00,51.71,52.29,96,55.68,MeanRev,7.0,9.4,1095
BMY,2023-12-25 05:00:00+00:00,2024-01-01 05:00:00+00:00,52.35,52.21,95,-13.3,MeanRev,1.0,28.7,1095
BMY,2024-01-15 05:00:00+00:00,2024-02-19 05:00:00+00:00,50.28,51.66,99,136.12,MeanRev,5.0,31.5,1095
BMY,2024-04-15 04:00:00+00:00,2024-05-20 04:00:00+00:00,48.29,43.14,100,-515.0,SL,5.0,40.3,1095
BMY,2024-05-27 04:00:00+00:00,2024-07-15 04:00:00+00:00,41.22,42.66,100,144.0,MeanRev,7.0,33.3,1095
BMY,2024-07-22 04:00:00+00:00,2024-07-29 04:00:00+00:00,42.67,48.77,100,610.0,MeanRev,1.0,33.4,1095
BMY,2025-04-14 04:00:00+00:00,2025-06-09 04:00:00+00:00,51.39,49.76,97,-158.11,MeanRev,8.0,40.8,1095
BMY,2025-06-16 04:00:00+00:00,2025-07-21 04:00:00+00:00,49.29,48.46,100,-83.0,MeanRev,5.0,29.3,1095
BMY,2025-08-04 04:00:00+00:00,2025-08-11 04:00:00+00:00,44.11,48.47,100,436.0,MeanRev,1.0,40.9,1095
BMY,2025-09-29 04:00:00+00:00,2025-10-27 04:00:00+00:00,44.05,46.11,100,206.0,MeanRev,4.0,41.2,1095
CMCSA,2023-10-30 04:00:00+00:00,2023-12-11 05:00:00+00:00,39.98,44.45,100,446.5,MeanRev,6.0,36.9,1095
CMCSA,2024-04-15 04:00:00+00:00,2024-05-27 04:00:00+00:00,39.73,40.04,100,31.5,MeanRev,6.0,37.7,1095
CMCSA,2024-06-10 04:00:00+00:00,2024-06-24 04:00:00+00:00,38.86,39.2,100,34.5,MeanRev,2.0,33.6,1095
CMCSA,2024-07-08 04:00:00+00:00,2024-07-15 04:00:00+00:00,37.79,40.09,100,230.0,MeanRev,1.0,32.1,1095
CMCSA,2024-12-23 05:00:00+00:00,2025-01-27 05:00:00+00:00,38.06,33.28,100,-478.3,SL,5.0,44.9,1095
CMCSA,2025-02-03 05:00:00+00:00,2025-03-03 05:00:00+00:00,33.08,37.58,100,450.0,MeanRev,4.0,25.1,1095
CMCSA,2025-03-17 04:00:00+00:00,2025-03-24 04:00:00+00:00,35.44,36.63,100,119.0,MeanRev,1.0,29.5,1095
CMCSA,2025-04-07 04:00:00+00:00,2025-05-12 04:00:00+00:00,32.98,35.49,100,251.5,MeanRev,5.0,37.6,1095
CMCSA,2025-08-04 04:00:00+00:00,2025-08-18 04:00:00+00:00,32.74,34.16,100,142.5,MeanRev,2.0,42.2,1095
CMCSA,2025-09-22 04:00:00+00:00,2025-10-27 04:00:00+00:00,31.36,28.07,100,-328.7,SL,5.0,34.9,1095
RKT,2023-05-15 04:00:00+00:00,2023-06-05 04:00:00+00:00,8.07,8.95,100,87.5,MeanRev,3.0,32.4,1095
RKT,2023-09-25 04:00:00+00:00,2023-10-30 04:00:00+00:00,8.31,8.65,100,33.5,MeanRev,5.0,44.4,1095
RKT,2023-11-06 05:00:00+00:00,2023-11-13 05:00:00+00:00,8.56,9.01,100,44.5,MeanRev,1.0,33.9,1095
RKT,2024-11-11 05:00:00+00:00,2024-12-09 05:00:00+00:00,16.12,12.8,100,-331.8,SL,4.0,43.5,1095
RKT,2024-12-16 05:00:00+00:00,2025-01-27 05:00:00+00:00,12.23,12.57,100,33.5,MeanRev,6.0,17.6,1095
RKT,2025-02-03 05:00:00+00:00,2025-02-10 05:00:00+00:00,12.29,13.1,100,81.5,MeanRev,1.0,32.3,1095
DLTR,2023-06-05 04:00:00+00:00,2023-06-19 04:00:00+00:00,132.98,143.67,37,395.53,MeanRev,2.0,42.4,1095
DLTR,2023-08-28 04:00:00+00:00,2023-09-18 04:00:00+00:00,123.64,109.09,40,-582.08,SL,3.0,26.6,1095
DLTR,2023-09-25 04:00:00+00:00,2023-10-30 04:00:00+00:00,104.66,116.5,47,556.71,MeanRev,5.0,25.4,1095
DLTR,2023-11-06 05:00:00+00:00,2023-11-13 05:00:00+00:00,116.3,115.0,42,-54.39,MeanRev,1.0,23.0,1095
DLTR,2023-11-20 05:00:00+00:00,2023-11-27 05:00:00+00:00,115.09,126.12,43,474.29,MeanRev,1.0,25.1,1095
DLTR,2024-04-15 04:00:00+00:00,2024-06-03 04:00:00+00:00,127.33,111.44,39,-619.63,SL,7.0,41.1,1095
DLTR,2024-06-10 04:00:00+00:00,2024-07-29 04:00:00+00:00,110.96,98.9,45,-542.7,SL,7.0,18.0,1095
DLTR,2024-08-05 04:00:00+00:00,2024-08-26 04:00:00+00:00,98.94,85.78,50,-658.15,SL,3.0,14.5,1095
DLTR,2024-09-02 04:00:00+00:00,2024-09-09 04:00:00+00:00,84.63,70.02,59,-862.05,SL,1.0,17.1,1095
DLTR,2024-09-16 04:00:00+00:00,2024-11-25 05:00:00+00:00,70.06,71.34,71,90.53,MeanRev,10.0,14.5,1095
DLTR,2024-12-02 05:00:00+00:00,2024-12-16 05:00:00+00:00,71.44,72.94,69,103.5,MeanRev,2.0,28.3,1095
DLTR,2025-03-17 04:00:00+00:00,2025-03-24 04:00:00+00:00,65.12,72.79,76,582.54,MeanRev,1.0,37.2,1095
DLTR,2025-04-07 04:00:00+00:00,2025-04-14 04:00:00+00:00,70.69,79.15,70,592.2,MeanRev,1.0,37.8,1095
DLTR,2025-10-06 04:00:00+00:00,2025-10-20 04:00:00+00:00,90.09,99.02,55,491.15,MeanRev,2.0,40.0,1095
BA,2023-09-25 04:00:00+00:00,2023-10-30 04:00:00+00:00,196.95,195.11,25,-46.0,MeanRev,5.0,38.8,1095
BA,2023-11-06 05:00:00+00:00,2023-11-13 05:00:00+00:00,195.5,208.07,25,314.25,MeanRev,1.0,23.6,1095
BA,2024-03-04 05:00:00+00:00,2024-04-08 04:00:00+00:00,199.3,170.57,25,-718.25,SL,4.9,41.4,1095
BA,2024-04-15 04:00:00+00:00,2024-05-13 04:00:00+00:00,170.88,185.06,29,411.22,MeanRev,4.0,13.2,1095
BA,2024-05-20 04:00:00+00:00,2024-06-03 04:00:00+00:00,185.52,190.27,26,123.5,MeanRev,2.0,35.5,1095
BA,2024-06-17 04:00:00+00:00,2024-06-24 04:00:00+00:00,176.38,182.08,28,159.6,MeanRev,1.0,40.5,1095
BA,2024-08-12 04:00:00+00:00,2024-11-11 05:00:00+00:00,167.34,141.59,29,-746.87,SL,13.0,43.2,1095
BA,2024-11-18 05:00:00+00:00,2024-11-25 05:00:00+00:00,140.25,155.61,35,537.43,MeanRev,1.0,28.9,1095
BA,2025-04-07 04:00:00+00:00,2025-04-21 04:00:00+00:00,132.13,177.91,37,1693.86,MeanRev,2.0,32.2,1095
BA,2025-11-03 05:00:00+00:00,2025-11-17 05:00:00+00:00,202.2,176.96,24,-605.86,SL,2.0,34.0,1095
BA,2025-11-24 05:00:00+00:00,2025-12-01 05:00:00+00:00,179.74,201.89,27,598.05,MeanRev,1.0,21.4,1095
