,equity
2026-05-28,70760.99769285668
2026-05-29,69667.47372258749
2026-06-01,67881.5000538899
2026-06-02,67356.1024747127
2026-06-03,67284.0231103757
2026-06-04,68359.7317242843
2026-06-05,68262.78848646476
2026-06-08,67996.06385409067
2026-06-09,67729.93348994419
2026-06-10,67307.32748745925
2026-06-11,67680.9390039423
2026-06-12,67455.0999102386
2026-06-15,68163.2387510386
2026-06-16,67698.4498478386
2026-06-17,67232.42550666556
2026-06-18,67491.85012359575
2026-06-22,68108.51993494165
2026-06-23,66733.495568099
2026-06-24,66932.7067091994
2026-06-25,67373.25114060666
2026-06-26,67914.95880400622
2026-06-29,68048.52130531253
2026-06-30,67578.22823776578
2026-07-01,67477.45618615557
2026-07-02,67740.21789129707
2026-07-06,67554.89484609707
2026-07-07,67712.6328368334
2026-07-08,67293.07359889169
2026-07-09,67308.06026609166
2026-07-10,67104.72457785698
2026-07-13,66801.60176404688
2026-07-14,66162.90259044687
2026-07-15,65715.15113053525
2026-07-16,65931.60672641825
2026-07-17,65523.54435952699
2026-07-20,64884.07837307944
2026-07-21,65303.70094921066
2026-07-22,65583.2718983829
2026-07-23,65442.9677318829
2026-07-24,65542.34861563981
2026-07-27,65597.6726803867
2026-07-28,66033.10401654671
2026-07-29,65283.67477366041
2026-07-30,65558.47995280847
2026-07-31,64600.25996029186
2026-08-03,64074.26407575961
2026-08-04,64558.683457240055
2026-08-05,64500.43811719937
2026-08-06,64024.867405203826
2026-08-07,64254.92658325143
2026-08-10,64433.25630961157
2026-08-11,64219.95266969268
2026-08-12,64601.24626849267
2026-08-13,64359.45907269267
2026-08-14,64653.664970243386
2026-08-17,64159.77531864339
2026-08-18,64089.69226224338
2026-08-19,63742.17353916519
2026-08-20,63463.12421475268
2026-08-21,63828.944532021276
2026-08-24,63889.40680927128
2026-08-25,63232.16978140733
2026-08-26,63665.05439484323
2026-08-27,63825.78744859244
2026-08-28,63178.81577823063
2026-08-31,63668.89981465022
2026-09-01,63201.70232665392
2026-09-02,63569.73264013699
2026-09-03,64009.406537590876
