,equity
2025-03-25,63542.9271999088
2025-03-26,63724.435358578594
2025-03-27,63593.00294240896
2025-03-28,63170.8252769398
2025-03-31,63926.1037660694
2025-04-01,63730.021978278666
2025-04-02,63491.19141502846
2025-04-03,62813.8754566764
2025-04-04,59760.715300077034
2025-04-07,59901.55284038729
2025-04-08,58956.565930703226
2025-04-09,62854.03229240292
2025-04-10,61493.9267930715
2025-04-11,62518.45538664885
2025-04-14,62913.17723825545
2025-04-15,62696.2954344903
2025-04-16,62179.57605116626
2025-04-17,61646.71882478759
2025-04-21,60694.7835641209
2025-04-22,61705.25996214006
2025-04-23,62036.65988873425
2025-04-24,62909.12689528767
2025-04-25,62702.50692439339
2025-04-28,62663.61645910043
2025-04-29,62960.914898780095
2025-04-30,63142.01011689329
2025-05-01,62820.245524193175
2025-05-02,63666.48664419584
2025-05-05,63660.81104675859
2025-05-06,63485.29577947759
2025-05-07,63863.132662487405
2025-05-08,64111.14896363891
2025-05-09,63922.59610012719
2025-05-12,64851.54196599695
2025-05-13,65148.782348830355
2025-05-14,65228.217729251635
2025-05-15,65666.94093803069
2025-05-16,66208.69058923512
2025-05-19,66219.85932530962
2025-05-20,66012.40136067063
2025-05-21,64947.15916011498
2025-05-22,64842.64655800619
2025-05-23,64821.793063557976
2025-05-27,66063.91743870704
2025-05-28,65725.18525543573
2025-05-29,65787.96979995538
2025-05-30,65842.33199771732
2025-06-02,66315.75581732989
2025-06-03,66793.10867664736
2025-06-04,66974.64625143548
2025-06-05,67230.57515910435
2025-06-06,67675.57635663505
2025-06-09,67918.4385654397
2025-06-10,67878.3409759219
2025-06-11,67923.01533674235
2025-06-12,68172.6864417347
2025-06-13,67494.04296309108
2025-06-16,68213.14499307584
2025-06-17,67869.68126463109
2025-06-18,67806.43597895565
2025-06-20,67738.51600163439
2025-06-23,68047.60708771019
2025-06-24,68811.78612269675
2025-06-25,68742.8561132898
2025-06-26,69543.00815729983
2025-06-27,69642.78821307948
2025-06-30,70301.79233488331
2025-07-01,69939.22643805215
2025-07-02,70570.89398050915
2025-07-03,71196.26778420914
2025-07-07,70692.81985830914
2025-07-08,70575.50502410914
2025-07-09,70795.8685432185
2025-07-10,70997.47089303265
2025-07-11,70700.5986604104
2025-07-14,70586.28869168638
2025-07-15,70387.385430762
2025-07-16,70672.30444108094
2025-07-17,71180.14134484713
2025-07-18,70878.42979793542
2025-07-21,70858.7624720619
2025-07-22,70863.18663876459
2025-07-23,71097.78961192057
2025-07-24,71160.10063106785
2025-07-25,71427.21631579705
2025-07-28,71229.94341729212
2025-07-29,71436.82699201892
2025-07-30,71424.94351602443
2025-07-31,71613.77529572535
2025-08-01,70327.16074678875
2025-08-04,71151.57101177043
2025-08-05,70979.06240627616
2025-08-06,70597.5633211213
2025-08-07,70497.26660676624
2025-08-08,71012.95473414214
2025-08-11,70997.36568883678
2025-08-12,71866.81407760186
2025-08-13,71707.7964595329
2025-08-14,71729.97424202044
2025-08-15,71501.17842017426
2025-08-18,71602.87323521709
2025-08-19,71064.11592397242
2025-08-20,71100.99611706214
2025-08-21,71048.78956055875
2025-08-22,71926.56715877214
2025-08-25,71688.68609880618
2025-08-26,71772.85149260177
2025-08-27,71996.4556751567
2025-08-28,72179.44884884104
2025-08-29,72358.97808595335
2025-09-02,72375.35624557831
2025-09-03,72513.5606669103
2025-09-04,73233.15233415684
2025-09-05,73341.76363415511
2025-09-08,73014.12393505388
2025-09-09,73412.34800032894
2025-09-10,73278.84778999045
2025-09-11,74102.95315702134
2025-09-12,74021.177815205
2025-09-15,74622.13370318434
2025-09-16,74679.26582393805
2025-09-17,74818.1721597465
2025-09-18,75842.22519563019
2025-09-19,75801.6911581594
2025-09-22,76253.2763140027
2025-09-23,76210.49908835496
2025-09-24,75837.31654046985
2025-09-25,75644.24868574282
2025-09-26,76197.66800515985
2025-09-29,76969.25955167602
2025-09-30,77010.92896969695
2025-10-01,78276.10853686774
2025-10-02,78266.24946723033
2025-10-03,78594.41451707271
2025-10-06,78897.06368785615
2025-10-07,78262.37725097525
2025-10-08,79203.95514594547
2025-10-09,78468.99118011023
2025-10-10,76300.44695632832
2025-10-13,77747.03889896467
2025-10-14,77053.85215380522
2025-10-15,78300.58607582518
2025-10-16,78894.95850661834
2025-10-17,78099.87355200718
2025-10-20,79263.04586732888
2025-10-21,78504.3001009615
2025-10-22,77250.05729248782
2025-10-23,77490.4871292969
2025-10-24,78448.6404093564
2025-10-27,79298.62915399988
2025-10-28,79440.33846205223
2025-10-29,79500.9892837967
2025-10-30,77987.11243978233
2025-10-31,78106.86635504213
2025-11-03,78353.97765803
2025-11-04,76670.9111141358
2025-11-05,78010.43899107659
2025-11-06,77208.80230255646
2025-11-07,77335.50882784123
2025-11-10,78220.70594072834
2025-11-11,78777.6272537697
2025-11-12,79052.07836200843
2025-11-13,78001.20530093086
2025-11-14,77959.97565575941
2025-11-17,76812.1126390921
2025-11-18,76330.42423030762
2025-11-19,76091.84877143048
2025-11-20,75231.28436128117
2025-11-21,76393.97081575198
2025-11-24,76354.58827092787
2025-11-25,77616.04364795705
2025-11-26,77670.79316200664
2025-11-28,77963.50991445823
2025-12-01,77025.12495179076
2025-12-02,77131.55678761765
2025-12-03,77521.14031517695
2025-12-04,77322.0890598289
2025-12-05,77514.94214945343
2025-12-08,77058.51917259821
2025-12-09,76625.61579805223
2025-12-10,77795.76186874043
2025-12-11,78026.9462388618
2025-12-12,77441.07691537974
2025-12-15,77393.77843452137
2025-12-16,76817.88789102434
2025-12-17,76605.83849657608
2025-12-18,76688.1810459255
2025-12-19,77202.99346202926
2025-12-22,77910.53936344365
2025-12-23,77976.48978947978
2025-12-24,78382.28098358637
2025-12-26,78390.28723452937
2025-12-29,77763.95532342937
2025-12-30,77588.53360262938
2025-12-31,76961.57706209327
2026-01-02,77275.68833115275
2026-01-05,78355.89352577389
2026-01-06,78889.59148214586
2026-01-07,78314.825100673
2026-01-08,78955.10465453604
2026-01-09,79495.71430683605
2026-01-12,79157.18050607776
2026-01-13,78635.8936079506
2026-01-14,78887.87926774533
2026-01-15,79042.15201467268
2026-01-16,78315.66516804174
2026-01-20,77319.13605186988
2026-01-21,78519.84511765592
2026-01-22,78370.66067422493
2026-01-23,78163.66398682503
2026-01-26,78106.72585835305
2026-01-27,78385.07239848487
2026-01-28,78394.55227444263
2026-01-29,78769.80943004575
2026-01-30,77811.452440695
2026-02-02,79049.18815461369
2026-02-03,80630.72429644546
2026-02-04,80688.77528610769
2026-02-05,80175.91725332357
2026-02-06,81916.41310309355
2026-02-09,81798.97964522707
2026-02-10,81915.97863398281
2026-02-11,82934.13875895429
2026-02-12,82051.2384753969
2026-02-13,82775.6321512919
2026-02-17,82312.83953282067
2026-02-18,82682.4411485777
2026-02-19,82830.63660272876
2026-02-20,83099.82827710835
2026-02-23,82993.28822622821
2026-02-24,83301.53786213881
2026-02-25,82877.5727326274
2026-02-26,82727.24908315919
2026-02-27,83497.38140764795
2026-03-02,83657.46381410133
2026-03-03,82425.05147586777
2026-03-04,82929.48812055272
2026-03-05,81913.30945549574
2026-03-06,81365.44373687457
2026-03-09,80706.06245419284
2026-03-10,79766.23446143266
2026-03-11,80390.50306268244
2026-03-12,80127.80925255672
2026-03-13,79773.36301513968
2026-03-16,79929.64757119236
2026-03-17,80148.89403823613
2026-03-18,79804.72319117011
2026-03-19,80059.35521468727
2026-03-20,79662.09760498509
2026-03-23,79932.07316013458
2026-03-24,81061.70605996717
2026-03-25,81175.58557367635
2026-03-26,82496.93228154164
2026-03-27,83066.71574222978
2026-03-30,82697.29093715473
2026-03-31,82238.77282117352
2026-04-01,80303.4267912388
2026-04-02,81039.22515735545
2026-04-06,81419.8354220298
2026-04-07,81641.32604531106
2026-04-08,79729.13560283706
2026-04-09,80386.39424544715
2026-04-10,79949.39961623929
2026-04-13,80225.41832847608
2026-04-14,80556.83934307731
2026-04-15,80273.99895697684
2026-04-16,80183.33811955698
2026-04-17,81481.12572408162
2026-04-20,81500.99823748584
2026-04-21,81011.45538144093
2026-04-22,81516.19491413383
2026-04-23,81749.7350257462
2026-04-24,82232.48768780878
2026-04-27,81862.25689347464
2026-04-28,81327.80941651737
