,equity
2025-09-04,108723.33825489662
2025-09-05,108880.20999467591
2025-09-08,109411.32775735296
2025-09-09,109721.31167948921
2025-09-10,109757.22529141106
2025-09-11,110396.08427008706
2025-09-12,110883.72234717665
2025-09-15,111832.53045663572
2025-09-16,111738.05235084945
2025-09-17,111515.01563242039
2025-09-18,112520.51976897538
2025-09-19,113282.21655916165
2025-09-22,113952.85829445366
2025-09-23,113195.95396563289
2025-09-24,112798.55857484764
2025-09-25,112312.25473664502
2025-09-26,112773.97002366367
2025-09-29,113296.23405237567
2025-09-30,113606.56607815999
2025-10-01,114151.53859416973
2025-10-02,114620.83117173835
2025-10-03,114138.29867819248
2025-10-06,114995.49469087375
2025-10-07,114389.98503028837
2025-10-08,115701.31903943836
2025-10-09,115561.2960105284
2025-10-10,111549.66458816153
2025-10-13,113916.89810394429
2025-10-14,113158.09070711855
2025-10-15,113956.64123622813
2025-10-16,113534.66889137661
2025-10-17,114280.21317798966
2025-10-20,115720.24496519502
2025-10-21,115689.98219146606
2025-10-22,114575.41381690947
2025-10-23,115538.58733311397
2025-10-24,116772.33833581788
2025-10-27,118851.97169746619
2025-10-28,119765.92191294862
2025-10-29,120305.23180353107
2025-10-30,118465.94794600634
2025-10-31,119037.40048408728
2025-11-03,119606.98455539973
2025-11-04,117179.1792938049
2025-11-05,117941.7810394061
2025-11-06,115744.84492337999
2025-11-07,115379.62697144634
2025-11-10,117932.3124680856
2025-11-11,117618.19750052686
2025-11-12,117525.47151009858
2025-11-13,115126.07234269862
2025-11-14,115213.1123233475
2025-11-17,114229.13319773352
2025-11-18,112838.3131141325
2025-11-19,113511.9718110799
2025-11-20,110824.91431384026
2025-11-21,111657.52196545427
2025-11-24,114512.96219732788
2025-11-25,115218.7865458925
2025-11-26,116236.83458124532
2025-11-28,117179.1792938049
2025-12-01,116785.60144603056
2025-12-02,117699.56344874737
2025-12-03,117987.19839423495
2025-12-04,117877.43794893727
2025-12-05,118358.0791617126
2025-12-08,118131.00436491938
2025-12-09,118276.71321349204
2025-12-10,118761.13717792515
2025-12-11,118377.01649447027
2025-12-12,116113.83421997038
2025-12-15,115531.02163968173
2025-12-16,115759.97631024446
2025-12-17,113614.13177159222
2025-12-18,115260.42114906358
2025-12-19,116762.8813616151
2025-12-22,117322.59058225373
2025-12-23,117872.04224733406
2025-12-24,118216.88406344695
2025-12-26,118209.3183700147
2025-12-29,117637.1000419314
2025-12-30,117364.27157389566
2025-12-31,116394.17058596648
2026-01-02,116168.69695188433
2026-01-05,117091.41972150782
2026-01-06,118120.24756294937
2026-01-07,118233.9533096695
2026-01-08,117561.30413231315
2026-01-09,118732.2552216707
2026-01-12,118830.77159593778
2026-01-13,118654.56784116523
2026-01-14,117387.0034455455
2026-01-15,117809.53264216389
2026-01-16,117711.0046707791
2026-01-20,115209.97939051499
2026-01-21,116767.44150039298
2026-01-22,117616.25964116877
2026-01-23,117987.62767770702
2026-01-26,118506.78177770523
2026-01-27,119581.0849595642
2026-01-28,119977.06474152183
2026-01-29,119258.98661221888
2026-01-30,117826.56690691663
2026-02-02,118635.61891128983
2026-02-03,116812.90524369267
2026-02-04,114772.2956127967
2026-02-05,113120.11147742711
2026-02-06,115511.23733709767
2026-02-09,116396.07346385473
2026-02-10,115856.07896309388
2026-02-11,116166.80567111378
2026-02-12,113804.09750275577
2026-02-13,114046.61699870837
2026-02-17,113929.14009744821
2026-02-18,114779.87290334665
